seller_id,spike_type,start_day,n_orders,duration_days,ramp_rate_vs_baseline,pct_new_buyers,n_distinct_states,geo_entropy,mean_delivery_days,std_delivery_days,return_rate,refund_claim_speed_days,refund_claim_speed_std
456,anomalous,44,54,3,10.694,0.776,5,0.937,3.39,2.793,0.429,1.172,1.286
457,organic,167,28,1,14.359,0.838,8,1.884,4.312,5.694,0.149,7.081,2.186
464,organic,11,44,4,5.601,0.394,5,0.812,10.468,3.486,0.0,9.509,1.662
465,organic,48,23,3,5.515,0.543,9,1.89,11.7,8.378,0.14,13.745,3.75
466,organic,90,24,1,7.349,0.69,4,1.246,5.544,5.416,0.185,3.985,3.56
470,organic,136,14,1,10.262,0.872,8,2.77,5.069,2.979,0.219,6.855,3.721
472,organic,5,45,1,13.533,0.894,2,0.573,8.767,6.249,0.446,4.007,2.26
472,anomalous,116,65,2,8.565,0.695,3,0.604,7.097,2.582,0.502,1.883,0.736
474,organic,159,19,2,5.702,0.609,9,1.962,9.311,8.044,0.0,10.949,4.617
475,organic,78,36,1,13.984,0.829,3,0.711,3.206,3.593,0.156,5.317,3.24
476,organic,88,40,4,9.054,0.735,5,1.032,7.974,8.307,0.161,7.532,1.293
479,organic,27,12,2,6.65,0.425,14,3.984,5.695,6.8,0.0,11.964,1.121
480,organic,50,95,4,9.814,0.534,12,1.78,11.442,4.398,0.179,9.381,1.273
480,anomalous,108,46,4,10.345,0.792,7,1.435,4.587,1.318,0.578,6.79,2.31
481,organic,85,32,1,11.966,0.75,5,0.921,8.369,4.953,0.381,6.98,3.182
482,anomalous,156,50,3,9.727,0.731,8,1.574,6.609,3.262,0.176,5.85,0.94
483,organic,149,43,4,4.955,0.368,4,1.01,7.872,4.996,0.073,10.209,2.971
485,organic,160,41,6,3.047,0.544,14,3.139,16.768,3.141,0.065,13.607,1.073
487,organic,59,49,2,11.907,0.539,6,1.075,11.714,5.344,0.063,7.394,3.985
487,anomalous,41,54,1,21.63,1.0,1,0.188,0.812,0.724,0.644,1.254,0.406
488,organic,34,65,3,6.723,0.443,5,1.017,11.965,2.843,0.096,6.293,1.614
488,anomalous,126,50,4,8.476,0.655,9,1.585,6.662,1.1,0.213,5.137,1.549
489,anomalous,70,24,1,11.023,0.762,5,1.396,4.148,5.09,0.017,4.542,2.197
491,organic,20,87,4,6.931,0.747,12,1.675,9.419,3.177,0.069,10.216,4.166
492,organic,39,13,2,5.622,0.506,9,2.629,13.12,6.733,0.022,5.859,1.24
495,organic,81,8,1,5.789,0.714,6,2.188,9.327,7.424,0.138,6.049,3.7
497,anomalous,149,35,1,23.474,0.766,3,0.78,0.853,0.666,0.696,1.004,0.164
499,organic,101,25,2,5.616,0.44,6,1.577,14.861,7.832,0.069,11.515,4.394
499,anomalous,165,20,1,7.025,0.848,2,0.721,5.538,1.801,0.756,2.034,1.456
502,anomalous,154,95,2,19.301,0.764,5,0.311,3.506,0.926,0.591,3.955,0.117
503,organic,124,51,4,7.348,0.66,15,2.56,4.375,2.845,0.057,8.648,2.897
504,organic,43,27,1,14.401,0.833,7,1.32,10.574,4.608,0.184,3.94,2.073
505,organic,45,37,2,7.904,0.687,9,1.728,5.607,3.114,0.335,7.641,2.521
507,organic,91,9,1,6.889,0.516,5,1.622,5.423,5.544,0.224,9.242,1.303
508,organic,46,25,2,8.67,0.614,5,1.12,6.781,3.079,0.127,7.142,1.941
509,organic,54,28,2,3.985,0.368,14,3.208,11.108,5.63,0.105,9.919,4.96
509,anomalous,117,70,3,8.448,0.822,3,0.664,2.499,3.814,0.29,5.967,1.321
510,organic,143,32,2,6.29,0.59,11,2.008,1.951,5.885,0.022,5.329,2.425
512,organic,74,102,3,10.709,0.825,9,1.445,4.673,3.667,0.099,9.161,2.506
512,anomalous,33,41,2,13.199,0.945,1,0.39,3.223,0.714,0.782,1.788,0.02
514,organic,89,23,1,12.201,0.527,9,2.057,5.283,6.172,0.144,11.061,4.373
514,anomalous,84,69,1,23.842,0.999,1,0.168,0.427,0.642,0.917,0.122,0.02
517,anomalous,49,53,1,17.781,0.776,3,0.718,3.524,0.746,0.826,3.663,0.111
518,anomalous,98,42,2,11.1,0.79,9,1.643,7.767,2.064,0.457,4.692,1.342
519,organic,4,129,3,13.54,0.906,8,1.41,6.525,4.345,0.115,9.082,3.777
519,anomalous,168,51,1,27.522,0.917,4,0.697,0.446,0.313,0.838,0.93,0.12
521,organic,102,72,4,5.472,0.609,8,1.352,6.148,3.116,0.102,9.08,3.777
522,organic,25,40,2,8.906,0.597,4,0.836,3.618,4.644,0.311,2.871,1.972
523,organic,37,42,2,9.313,0.482,3,0.696,8.756,5.13,0.035,9.684,1.083
524,organic,125,18,4,5.273,0.7,7,2.459,8.721,5.691,0.11,10.068,2.4
528,anomalous,16,103,3,10.206,0.907,3,0.3,3.197,1.416,0.49,2.086,0.939
535,anomalous,29,85,3,11.326,0.677,6,0.55,3.218,1.274,0.503,2.232,1.261
537,organic,129,44,3,6.424,0.687,7,1.646,9.897,4.294,0.08,9.899,3.819
537,anomalous,128,33,1,26.236,0.923,3,0.797,0.513,1.668,0.668,0.087,0.289
540,organic,161,48,4,4.833,0.749,2,0.619,8.024,6.082,0.136,7.604,1.443
542,anomalous,86,42,1,18.3,0.798,3,0.647,2.892,0.327,0.896,0.717,0.249
545,organic,78,20,4,4.067,0.848,12,3.044,10.439,6.768,0.038,9.873,3.068
546,anomalous,162,51,3,17.678,0.703,4,0.768,7.516,0.459,0.295,1.943,1.13
550,organic,127,43,3,11.432,0.72,6,1.185,6.649,3.287,0.162,9.07,3.781
551,organic,82,11,2,2.657,0.513,9,3.293,10.528,6.454,0.082,14.382,2.005
552,anomalous,149,49,4,10.292,0.643,2,0.575,2.366,4.052,0.393,6.194,0.693
553,organic,85,72,2,15.682,0.853,16,2.65,7.393,3.257,0.373,7.82,3.624
554,organic,1,16,2,5.657,0.436,10,3.122,9.233,3.021,0.018,8.72,1.517
555,anomalous,93,64,2,13.112,0.769,3,0.632,2.299,0.896,0.99,0.486,0.687
556,organic,74,29,2,7.837,0.545,5,1.493,8.452,7.023,0.143,13.02,1.515
556,anomalous,97,64,1,22.651,0.785,2,0.54,1.797,0.771,0.496,3.22,0.472
557,organic,19,101,3,12.785,0.587,4,0.658,7.493,6.899,0.198,2.847,4.002
558,organic,48,40,2,15.0,0.808,7,1.038,6.741,7.251,0.326,4.085,4.19
560,organic,2,16,2,5.512,0.479,12,3.06,16.322,3.277,0.152,10.943,2.833
562,organic,17,33,1,17.166,0.735,5,1.528,5.76,7.158,0.435,5.73,4.25
563,anomalous,98,105,2,17.366,0.862,1,0.265,2.298,0.371,0.763,1.512,0.608
564,organic,95,19,1,7.527,0.755,5,1.052,7.321,4.147,0.11,6.28,1.061
565,organic,11,57,3,12.901,0.812,8,1.088,8.331,6.918,0.262,7.61,4.241
566,organic,15,11,1,7.045,0.648,4,0.961,6.963,6.98,0.179,4.316,3.827
566,anomalous,15,72,1,24.239,0.947,2,0.358,1.316,0.534,0.646,0.925,0.416
569,organic,45,13,1,9.514,0.746,7,1.743,3.09,6.869,0.333,2.074,4.789
573,organic,1,104,3,11.388,0.849,7,1.134,5.298,2.775,0.289,7.878,5.006
574,organic,17,12,1,6.567,0.426,10,2.391,6.89,3.434,0.204,8.318,2.127
576,organic,53,54,3,7.595,0.797,7,1.494,3.231,4.608,0.33,1.941,2.457
578,organic,114,40,2,12.449,0.651,4,0.657,6.795,7.045,0.134,10.209,3.808
579,anomalous,60,55,3,15.272,0.76,6,0.953,6.075,1.935,0.36,3.036,0.75
580,organic,110,9,1,7.1,0.83,5,1.348,6.844,3.602,0.108,4.712,4.413
581,organic,106,99,3,12.715,0.684,10,1.392,7.485,7.658,0.322,6.285,4.623
582,organic,117,11,2,5.583,0.405,9,2.52,10.649,3.49,0.028,12.997,1.799
588,organic,35,22,5,4.236,0.541,9,1.942,14.284,4.773,0.046,8.391,4.26
589,anomalous,169,57,4,9.083,0.649,8,1.56,2.827,0.883,0.354,6.485,3.004
594,anomalous,130,62,1,18.789,1.0,3,0.505,3.481,1.006,0.408,0.312,0.525
595,anomalous,39,62,2,23.158,0.731,5,0.761,3.64,1.253,0.561,0.995,1.309
596,organic,115,34,2,9.288,0.525,12,3.57,6.32,6.103,0.206,4.043,3.01
598,organic,3,56,3,10.73,0.579,12,1.977,1.615,7.877,0.0,3.676,4.185
599,anomalous,85,25,1,12.723,0.701,8,1.569,5.827,6.031,0.416,2.686,1.992
600,organic,33,41,2,9.211,0.447,10,2.015,8.405,2.875,0.173,11.822,1.275
602,organic,124,31,1,12.27,0.718,2,0.634,7.492,3.241,0.154,4.887,2.582
603,organic,18,30,1,17.112,0.8,7,1.482,5.048,5.041,0.34,4.046,1.659
604,organic,125,17,1,8.804,0.541,2,0.895,6.37,2.721,0.139,10.527,4.218
606,organic,73,91,3,16.146,0.65,14,2.362,10.925,4.54,0.165,3.415,3.626
608,organic,133,50,5,9.007,0.727,5,1.199,8.699,8.269,0.262,9.112,3.702
611,organic,151,114,3,15.747,0.826,4,0.776,6.373,3.238,0.321,4.706,2.52
612,anomalous,120,57,1,18.188,0.928,4,0.388,5.824,0.416,1.0,1.104,0.59
613,organic,149,27,3,4.36,0.525,9,2.232,11.155,6.848,0.075,7.117,3.386
614,organic,107,80,6,4.951,0.616,13,2.484,16.398,4.215,0.124,6.509,3.489
616,organic,87,23,2,7.952,0.663,5,0.808,9.433,5.319,0.078,5.021,4.013
618,organic,62,27,2,12.669,0.802,2,0.618,10.015,3.292,0.231,8.582,5.004
619,organic,17,12,1,10.781,0.797,7,1.726,8.029,6.649,0.2,7.04,4.168
624,organic,79,26,1,17.37,0.742,5,1.585,7.183,7.958,0.159,5.316,1.272
627,organic,169,42,6,3.159,0.398,5,0.994,10.885,2.321,0.105,6.108,4.15
627,organic,41,60,2,13.209,0.758,7,0.834,4.586,1.137,0.841,4.421,0.392
631,organic,30,91,3,9.174,0.857,8,1.515,6.894,6.315,0.185,6.065,2.474
632,organic,57,12,2,5.51,0.533,7,1.974,7.422,3.501,0.293,9.272,4.187
632,anomalous,169,31,1,11.803,0.749,7,1.267,4.949,3.02,0.446,4.312,0.952
635,anomalous,107,88,3,15.238,0.654,10,1.705,8.803,4.678,0.164,11.472,3.305
636,organic,77,11,1,6.551,0.727,7,3.213,3.491,5.354,0.088,5.128,2.971
638,organic,108,61,3,12.77,0.758,9,1.895,4.315,2.579,0.11,4.321,4.31
640,organic,147,45,5,4.17,0.615,9,2.221,7.749,5.671,0.025,8.868,3.831
644,organic,17,22,1,10.036,0.816,8,1.662,4.362,4.051,0.236,7.991,1.81
649,organic,34,30,4,9.391,0.525,5,1.184,10.155,3.699,0.018,8.237,3.608
650,organic,71,54,2,15.747,0.722,7,0.962,5.085,4.797,0.239,7.544,1.635
652,anomalous,88,52,1,25.095,0.836,3,0.472,2.08,0.861,0.82,3.827,0.495
654,organic,123,13,1,13.356,0.761,5,1.422,5.493,5.88,0.135,3.27,1.426
661,anomalous,21,67,2,24.573,0.953,3,0.47,0.071,0.222,0.7,0.299,0.816
664,organic,96,12,1,8.401,0.512,6,1.993,9.112,6.523,0.074,5.692,1.262
665,organic,104,27,1,10.183,0.652,5,1.11,9.88,3.171,0.048,10.54,2.601
667,organic,55,16,2,8.688,0.568,8,2.013,5.999,6.665,0.167,12.953,1.61
668,organic,77,18,2,6.16,0.693,13,2.961,6.916,3.198,0.25,11.354,3.768
670,organic,73,22,2,8.554,0.626,9,2.221,7.781,6.531,0.155,4.556,3.083
675,organic,45,14,3,2.919,0.315,3,0.927,10.838,6.786,0.118,13.232,1.465
677,organic,80,68,2,16.184,0.747,8,1.242,0.575,4.54,0.236,3.973,4.868
679,anomalous,46,12,1,7.778,0.75,3,0.762,4.696,2.476,0.498,2.845,0.143
680,organic,159,45,2,12.615,0.816,7,1.101,7.498,4.277,0.256,7.176,4.588
682,organic,124,13,3,4.313,0.632,5,1.366,10.68,6.731,0.068,5.905,1.353
682,anomalous,47,54,2,15.876,0.593,5,1.282,1.667,2.556,0.445,3.818,0.362
683,organic,57,45,3,8.812,0.742,15,2.549,8.558,5.698,0.097,6.332,1.605
684,anomalous,67,97,2,19.559,0.858,1,0.151,1.289,1.003,0.885,0.875,0.538
688,organic,122,26,2,5.078,0.468,16,3.634,12.202,7.387,0.111,13.051,4.322
689,organic,167,29,2,7.451,0.567,8,1.814,8.504,4.35,0.078,4.776,1.02
690,organic,122,73,5,5.941,0.466,19,3.159,9.397,6.779,0.181,8.15,4.515
691,organic,153,25,2,4.019,0.525,12,2.458,15.521,4.186,0.028,10.172,1.087
692,organic,2,72,6,5.324,0.571,11,1.712,12.154,3.97,0.088,11.768,2.035
696,organic,154,20,2,9.336,0.771,7,1.856,9.914,3.182,0.19,7.249,1.539
700,organic,111,12,3,3.782,0.717,8,2.337,5.972,5.481,0.207,6.624,4.626
701,anomalous,105,25,2,8.453,0.668,6,1.143,4.399,2.755,0.769,2.74,0.526
702,anomalous,105,57,3,12.335,0.882,3,0.462,4.62,2.422,0.719,0.515,1.193
704,organic,168,42,3,7.325,0.774,8,1.517,5.497,7.769,0.286,7.006,5.157
706,anomalous,134,85,3,10.292,0.563,8,1.111,6.798,1.766,0.348,4.8,2.553
707,organic,169,7,1,7.462,0.774,7,2.818,8.37,3.168,0.144,5.271,1.657
709,organic,87,39,2,16.627,0.771,1,0.536,8.35,3.421,0.277,8.55,1.94
710,anomalous,57,45,1,15.353,0.735,6,1.239,4.498,0.708,0.513,5.598,0.143
711,organic,98,41,1,17.313,0.811,3,0.614,3.754,5.569,0.11,4.712,5.017
712,organic,18,18,2,5.329,0.563,8,1.95,18.516,6.468,0.066,8.67,1.711
715,organic,66,46,5,4.029,0.67,7,1.416,10.056,6.542,0.083,14.982,1.48
716,organic,97,48,5,4.049,0.342,3,0.815,8.757,7.34,0.161,10.31,2.851
716,anomalous,69,46,2,21.592,0.825,3,0.581,3.19,2.071,0.776,3.003,1.479
717,organic,83,11,2,8.465,0.264,7,2.865,7.873,5.68,0.146,5.507,3.99
717,anomalous,14,54,2,9.983,0.674,3,0.479,3.021,3.911,0.594,5.1,1.878
718,organic,53,88,5,5.736,0.768,7,1.097,9.739,5.927,0.079,9.851,3.255
718,anomalous,130,33,2,10.119,0.765,3,0.824,1.509,1.867,0.692,3.234,0.38
719,anomalous,146,138,2,27.27,0.647,3,0.29,2.326,1.162,0.88,2.845,0.347
721,organic,93,45,3,10.179,0.631,16,3.194,9.506,5.558,0.22,11.247,2.926
722,organic,49,25,2,6.016,0.619,4,0.816,7.35,3.408,0.168,8.448,4.689
724,organic,15,66,2,14.11,0.868,3,0.701,3.306,3.986,0.103,2.628,1.454
726,organic,60,31,4,6.708,0.413,4,0.805,16.906,4.979,0.231,7.524,4.752
727,anomalous,37,45,1,18.557,0.82,1,0.332,1.363,0.996,0.393,0.35,0.567
730,organic,20,31,3,7.454,0.724,16,3.79,11.397,7.518,0.108,11.363,1.829
730,anomalous,76,101,2,28.671,0.788,1,0.164,5.273,0.96,0.872,2.884,0.432
731,organic,83,23,2,9.755,0.65,6,1.517,8.022,2.717,0.092,7.67,1.99
734,organic,156,19,2,8.985,0.528,11,2.359,6.365,3.717,0.039,9.289,1.82
735,organic,85,50,3,7.414,0.574,7,1.357,9.145,7.661,0.147,7.53,2.669
736,organic,13,61,2,8.959,0.682,11,1.733,10.953,3.993,0.19,7.248,2.931
738,organic,147,71,2,14.402,0.907,5,0.87,4.225,3.432,0.384,7.047,3.893
740,organic,153,19,3,5.768,0.847,11,2.628,5.597,5.693,0.05,10.607,2.907
740,anomalous,110,42,3,11.549,0.825,3,0.516,5.465,2.816,0.815,1.153,0.581
742,organic,33,24,4,8.721,0.773,12,3.157,10.496,6.996,0.031,5.344,2.216
745,organic,36,28,6,3.618,0.312,5,1.133,4.793,5.324,0.108,9.759,3.969
746,organic,112,25,2,10.002,0.824,6,1.482,7.286,4.677,0.309,4.365,4.444
748,anomalous,18,12,1,8.956,0.747,1,0.559,5.548,0.974,0.278,2.573,0.602
750,anomalous,45,31,1,15.058,0.987,2,0.631,0.05,1.354,0.871,1.225,0.557
751,organic,148,26,1,14.404,0.672,10,3.106,7.355,7.855,0.289,9.011,1.77
754,organic,90,22,3,5.836,0.453,17,3.289,17.145,7.796,0.123,12.955,3.534
755,anomalous,82,36,1,13.125,0.915,3,0.379,2.106,1.346,0.9,0.988,0.468
757,organic,61,24,2,5.979,0.684,14,3.021,19.204,3.187,0.062,12.012,4.546
758,organic,85,32,2,7.566,0.639,9,3.019,9.351,5.752,0.187,3.189,3.253
763,organic,161,68,5,9.472,0.648,9,1.759,8.233,7.21,0.3,12.163,4.462
763,anomalous,147,26,1,8.207,0.804,5,1.096,1.693,1.596,0.688,2.759,1.054
764,organic,36,39,2,6.243,0.683,16,2.975,4.798,6.733,0.062,10.076,2.946
766,organic,91,27,2,16.284,0.959,8,1.678,1.794,3.064,0.307,8.775,3.899
767,organic,105,48,3,16.967,0.756,9,1.408,5.084,4.14,0.239,3.449,1.167
768,organic,11,81,2,15.005,0.716,8,1.514,5.708,7.303,0.241,6.633,4.385
770,organic,5,43,2,11.56,0.439,11,1.829,3.498,7.467,0.124,8.471,2.3
771,anomalous,75,42,3,9.242,0.798,5,0.655,2.933,2.34,0.677,4.74,0.523
775,organic,132,20,3,5.526,0.756,8,1.813,7.045,3.941,0.233,7.529,1.757
776,anomalous,89,59,2,23.376,0.821,2,0.461,1.644,0.766,0.922,1.842,0.02
779,organic,151,44,2,11.716,0.717,9,1.812,3.507,2.799,0.08,3.873,1.512
779,anomalous,85,19,2,6.717,0.811,3,0.899,1.336,0.823,0.729,2.077,0.302
782,organic,118,13,1,5.055,0.531,11,2.997,9.862,8.408,0.166,11.026,3.996
786,organic,96,20,1,9.184,0.682,2,0.617,4.671,4.002,0.212,5.795,1.438
786,anomalous,132,34,2,16.5,0.923,3,0.812,1.831,1.507,0.842,1.441,0.744
788,organic,152,45,2,14.252,0.817,5,1.198,6.493,6.496,0.315,3.792,2.764
789,organic,146,26,1,15.982,0.922,4,0.818,3.852,4.428,0.274,3.573,2.105
791,organic,85,61,4,6.629,0.533,10,1.523,4.069,5.198,0.13,5.15,2.251
791,anomalous,55,38,1,13.024,0.861,1,0.351,4.051,0.708,0.513,3.574,0.319
793,organic,93,10,2,7.152,0.615,4,1.372,10.133,7.244,0.243,9.126,2.805
793,anomalous,59,80,1,28.835,0.909,4,0.287,3.335,0.718,0.597,1.48,0.336
794,anomalous,21,41,2,7.357,0.691,7,1.456,3.571,2.277,0.624,2.489,0.439
795,organic,154,16,1,7.438,0.773,7,1.686,3.602,5.007,0.321,5.19,4.564
796,organic,161,90,4,9.717,0.542,6,1.312,12.714,3.446,0.083,4.591,4.01
797,organic,133,122,2,18.864,0.876,2,0.413,2.67,2.985,0.265,7.599,3.282
797,anomalous,30,34,1,14.855,0.888,1,0.206,1.723,1.206,0.797,2.581,0.238
798,organic,69,41,2,11.767,0.622,9,1.846,8.16,7.516,0.106,10.213,4.73
798,anomalous,59,78,2,22.819,0.762,2,0.297,2.14,0.09,0.77,1.547,0.02
799,anomalous,66,45,4,6.606,0.641,3,0.649,1.927,1.121,0.374,5.121,2.065
809,organic,118,79,4,8.837,0.5,13,1.975,4.361,5.524,0.272,9.337,3.109
811,organic,48,20,2,9.605,0.66,8,2.347,6.732,5.501,0.12,4.842,1.908
813,anomalous,4,58,2,11.939,0.743,1,0.171,1.286,1.202,0.663,4.021,0.557
816,organic,103,37,6,6.547,0.615,13,2.759,8.056,3.173,0.263,6.318,3.038
817,organic,89,49,3,10.082,0.796,4,0.822,7.534,8.095,0.284,5.36,4.52
820,organic,140,72,2,14.476,0.702,10,1.754,6.872,4.654,0.303,5.492,3.796
821,organic,159,78,6,4.28,0.348,4,0.683,11.048,5.827,0.062,9.195,2.732
825,organic,162,47,4,4.006,0.623,14,2.658,7.49,6.044,0.102,13.266,2.009
826,organic,40,28,2,5.55,0.645,8,2.078,4.379,6.06,0.237,11.543,2.237
827,organic,28,47,2,17.309,0.926,9,1.571,4.858,7.037,0.256,8.066,4.569
833,organic,28,78,5,9.692,0.663,13,2.254,8.669,2.778,0.025,14.961,2.237
841,organic,146,29,2,8.736,0.736,6,1.257,2.395,7.55,0.31,2.64,2.191
844,organic,19,14,2,6.336,0.822,8,2.193,6.973,8.391,0.227,8.306,2.065
845,organic,46,66,5,7.502,0.691,10,2.645,8.679,7.655,0.34,7.947,2.315
847,organic,109,31,3,6.655,0.727,5,1.014,7.487,5.993,0.305,9.155,4.377
848,anomalous,142,116,2,22.254,0.908,7,1.069,1.438,2.12,0.433,3.952,0.797
849,anomalous,157,20,1,9.845,0.54,10,2.149,9.257,4.965,0.161,6.888,4.789
851,organic,124,31,6,5.637,0.426,6,1.06,7.485,6.698,0.047,8.587,2.175
852,organic,68,94,4,7.58,0.761,6,0.964,9.403,6.77,0.142,8.513,3.58
853,organic,91,20,1,11.169,0.587,9,2.065,9.017,8.371,0.147,5.328,3.691
855,organic,48,85,4,6.653,0.546,18,2.864,4.31,3.314,0.06,9.487,5.058
858,organic,117,47,6,6.226,0.611,15,2.373,11.807,7.365,0.088,10.471,1.581
861,anomalous,36,44,1,26.381,0.992,1,0.172,1.456,0.328,0.778,1.086,0.02
862,anomalous,83,35,3,9.309,0.955,3,0.555,4.527,0.717,0.713,4.764,1.032
863,organic,31,52,2,12.645,0.619,10,1.548,4.991,7.0,0.0,6.948,4.221
868,organic,75,31,3,9.219,0.611,5,1.066,6.811,4.092,0.058,8.144,4.015
870,organic,116,84,2,16.941,0.754,5,0.83,7.317,3.909,0.165,7.13,2.895
874,anomalous,150,10,1,9.591,0.716,6,0.733,4.565,3.25,0.869,5.209,1.229
877,anomalous,169,47,2,13.296,0.793,3,0.649,3.746,1.089,0.431,1.535,0.439
878,organic,49,37,3,9.523,0.82,5,0.768,3.662,4.253,0.21,5.536,3.769
883,organic,44,24,2,6.267,0.559,15,2.664,8.602,4.975,0.226,2.618,1.457
884,organic,58,38,3,9.524,0.684,8,2.247,6.986,6.189,0.278,12.483,3.616
884,anomalous,7,61,1,16.477,0.816,3,0.475,4.592,0.05,0.948,1.602,0.257
885,anomalous,109,97,3,13.296,0.672,8,1.239,5.186,2.931,0.472,2.517,2.462
887,anomalous,103,17,1,20.073,0.916,2,0.734,0.069,0.05,0.944,2.029,0.355
888,anomalous,117,148,3,19.428,0.673,2,0.426,3.885,2.445,0.714,1.091,0.668
890,organic,110,75,2,14.184,0.601,17,2.452,8.804,3.708,0.124,5.867,1.977
890,anomalous,150,174,2,36.204,0.891,1,0.132,2.929,0.284,0.847,0.757,0.185
892,organic,7,40,5,6.365,0.509,14,2.566,7.038,7.899,0.184,4.673,0.998
894,organic,87,51,3,8.795,0.892,12,2.007,8.391,6.054,0.163,7.486,1.245
896,anomalous,73,41,2,11.257,0.832,6,1.343,3.847,7.736,0.17,4.514,3.479
900,organic,0,26,3,5.856,0.609,12,2.797,6.856,3.069,0.034,11.038,2.503
900,anomalous,159,79,1,33.095,0.897,3,0.628,3.27,0.692,0.791,0.302,0.462
901,organic,80,19,2,8.057,0.474,12,3.345,6.064,7.471,0.214,9.41,2.82
902,organic,149,47,2,8.88,0.662,7,1.344,9.925,7.327,0.206,11.737,1.503
905,anomalous,59,34,1,31.904,0.917,3,0.75,0.439,0.778,0.761,2.025,0.02
908,anomalous,121,99,3,11.734,0.819,8,1.227,7.533,3.409,0.208,5.853,1.816
909,anomalous,138,77,2,22.115,0.802,2,0.34,5.303,2.783,0.783,3.817,0.975
912,organic,164,19,2,11.109,0.864,9,1.931,6.226,7.718,0.254,8.81,1.614
914,anomalous,55,61,3,14.011,0.723,2,0.441,5.417,3.265,0.467,2.617,1.156
916,organic,138,14,2,4.751,0.751,10,2.673,6.951,4.806,0.296,4.988,3.388
919,organic,85,50,2,13.369,0.769,3,0.462,5.753,2.699,0.286,4.921,4.744
919,anomalous,162,39,2,13.904,0.911,3,0.694,0.941,1.183,0.805,1.552,0.114
920,organic,55,36,3,5.704,0.567,11,2.218,9.776,6.555,0.031,9.478,2.921
924,organic,60,116,3,14.389,0.664,6,1.062,4.847,4.1,0.372,4.13,1.249
925,organic,98,13,4,6.238,0.412,10,3.027,7.857,7.772,0.051,13.568,4.949
926,organic,90,39,3,8.014,0.579,14,2.681,3.925,3.758,0.128,3.223,1.735
927,anomalous,33,50,1,27.062,0.737,2,0.554,0.05,0.469,1.0,2.416,0.097
930,organic,168,34,1,11.91,0.687,5,1.281,5.177,6.513,0.118,7.419,4.438
931,organic,52,42,4,3.84,0.364,14,2.393,11.738,4.2,0.118,12.556,1.845
932,organic,100,23,3,9.928,0.641,12,2.627,3.363,6.812,0.275,7.796,4.099
932,anomalous,152,59,1,31.333,0.747,3,0.488,3.1,1.689,0.958,1.245,0.508
933,organic,78,36,2,8.741,0.694,11,2.337,6.839,4.668,0.133,11.505,2.773
937,anomalous,112,30,1,17.769,0.824,3,0.537,1.096,0.583,0.916,0.05,0.376
940,organic,161,63,5,4.354,0.573,18,3.396,15.127,5.899,0.151,8.777,3.33
941,organic,14,56,3,9.782,0.752,17,2.872,6.619,4.305,0.111,3.384,3.028
944,organic,34,33,2,6.274,0.498,9,1.66,10.342,2.336,0.222,12.967,1.757
945,anomalous,156,52,2,6.953,0.615,5,0.477,4.898,1.41,0.58,3.036,0.646
948,anomalous,110,52,1,27.554,1.0,5,0.627,1.189,1.409,0.723,2.866,0.32
950,organic,162,10,1,9.612,0.526,6,1.842,8.987,5.536,0.307,5.483,1.637
955,organic,36,44,5,7.735,0.416,6,1.16,8.032,4.787,0.096,11.928,1.006
957,anomalous,28,70,1,28.995,0.778,3,0.725,6.539,0.746,0.628,0.188,0.317
959,organic,22,68,2,15.539,0.878,8,1.483,7.099,5.73,0.404,3.733,3.258
960,organic,135,46,3,14.783,0.837,5,1.182,7.955,4.751,0.163,5.105,4.413
961,organic,125,47,1,15.232,0.914,6,1.156,6.063,7.309,0.363,8.162,1.136
961,anomalous,96,46,2,12.632,0.762,5,0.839,6.499,2.642,0.381,2.899,1.238
963,anomalous,101,52,2,17.422,0.933,1,0.303,1.434,0.788,0.692,1.731,0.899
964,anomalous,160,40,3,7.57,0.565,9,1.491,4.756,4.396,0.606,5.787,3.108
965,anomalous,169,65,3,11.621,0.869,3,0.512,4.289,5.086,0.015,6.063,2.763
965,anomalous,161,123,2,16.612,0.847,4,0.472,3.071,0.605,0.889,3.896,0.504
966,organic,126,18,5,2.674,0.447,7,2.123,11.745,5.467,0.107,6.596,4.767
966,anomalous,41,73,1,17.784,0.899,4,0.451,3.571,1.526,0.831,1.502,0.285
967,organic,122,40,5,6.232,0.663,14,2.83,15.799,3.534,0.172,8.493,1.134
968,organic,162,26,3,8.493,0.433,18,3.869,16.206,7.287,0.267,11.147,5.122
969,organic,12,46,6,3.622,0.595,14,2.31,9.919,5.351,0.045,13.581,4.743
970,organic,107,48,3,5.208,0.22,7,1.146,11.094,5.91,0.063,9.155,1.251
970,anomalous,24,136,2,36.024,0.899,5,0.57,2.914,0.328,0.788,1.609,0.36
973,organic,5,55,6,5.702,0.547,14,2.463,10.585,7.422,0.133,6.143,4.716
974,organic,52,48,3,10.577,0.568,8,1.425,9.364,7.607,0.074,7.422,4.606
975,anomalous,64,120,2,29.457,0.971,2,0.385,1.426,1.523,0.708,1.548,0.252
978,organic,165,13,2,4.454,0.43,10,2.38,6.349,2.368,0.072,14.823,4.017
982,organic,123,48,1,17.012,0.821,6,1.155,4.02,5.826,0.315,4.372,1.042
983,anomalous,110,171,2,35.141,0.847,1,0.254,0.292,1.766,0.85,1.958,0.64
986,anomalous,113,79,2,17.177,0.947,1,0.338,1.522,1.386,0.693,0.882,0.232
