seller_id,spike_type,start_day,n_orders,duration_days,ramp_rate_vs_baseline,pct_new_buyers,n_distinct_states,geo_entropy,mean_delivery_days,std_delivery_days,return_rate,refund_claim_speed_days,refund_claim_speed_std
1961,organic,79,8,2,5.056,0.884,12,3.713,10.712,6.365,0.042,8.439,1.648
3959,anomalous,87,27,2,6.182,0.959,6,1.187,2.901,2.334,0.487,1.479,0.944
1402,organic,162,34,2,9.345,0.634,5,1.006,4.642,5.337,0.135,11.004,3.049
2972,anomalous,21,26,1,14.91,0.975,6,0.674,4.947,1.445,0.984,3.599,0.295
2122,organic,68,29,1,14.26,0.731,12,3.028,5.465,4.593,0.349,11.918,3.662
2396,organic,168,28,5,4.527,0.55,5,1.274,7.827,8.094,0.15,7.233,2.239
1370,organic,134,27,1,14.133,0.748,14,3.043,5.253,5.518,0.258,6.1,2.772
1758,anomalous,31,31,1,10.963,0.828,6,0.791,2.224,1.176,0.658,0.624,0.339
644,organic,17,22,1,10.036,0.816,8,1.662,4.362,4.051,0.236,7.991,1.81
107,organic,38,20,5,3.942,0.587,10,2.278,11.874,6.293,0.092,11.105,3.271
890,organic,110,75,2,14.184,0.601,17,2.452,8.804,3.708,0.124,5.867,1.977
227,organic,10,26,3,5.706,0.832,12,2.788,6.139,4.276,0.213,9.106,1.992
1684,organic,18,20,2,9.368,0.758,4,1.11,2.801,6.237,0.121,7.482,3.261
23,anomalous,145,52,4,9.626,0.594,3,0.575,7.606,2.173,0.327,5.547,2.534
2876,organic,53,97,3,13.607,0.823,4,0.634,4.565,6.973,0.149,4.281,3.139
442,anomalous,90,19,1,12.835,0.964,5,1.153,3.338,2.021,0.614,1.899,0.485
2013,organic,113,15,2,8.558,0.721,9,2.796,6.715,2.891,0.168,7.333,2.889
401,organic,122,11,1,9.252,0.915,6,2.391,5.107,8.577,0.284,5.691,1.909
297,organic,52,21,2,6.974,0.702,6,1.405,4.731,4.235,0.058,3.412,1.311
2033,organic,36,61,3,14.197,0.665,6,1.062,4.616,3.616,0.231,5.346,1.22
75,anomalous,29,29,2,13.657,0.796,2,0.604,3.809,1.261,0.78,2.933,0.458
2765,organic,147,37,1,11.96,0.8,2,0.577,5.08,4.777,0.142,6.112,4.346
3951,anomalous,60,11,1,10.586,0.841,3,1.07,2.385,2.853,0.235,3.217,4.167
2563,anomalous,105,54,1,27.102,0.907,4,0.633,0.517,1.773,0.829,1.354,0.494
1044,organic,125,55,2,11.749,0.727,7,1.294,10.806,2.981,0.239,3.999,2.133
60,anomalous,69,11,1,8.932,0.904,6,1.461,3.823,1.13,0.405,2.744,1.259
2241,anomalous,115,20,1,13.711,0.883,1,0.645,2.343,0.484,0.619,2.569,0.61
2828,anomalous,35,43,2,11.805,0.855,4,0.655,2.714,0.518,0.851,0.72,0.518
2124,organic,60,10,1,6.964,0.54,3,1.129,6.638,8.51,0.037,4.552,1.015
2804,organic,136,47,2,11.755,0.45,4,0.977,12.632,2.85,0.153,8.335,1.37
603,organic,18,30,1,17.112,0.8,7,1.482,5.048,5.041,0.34,4.046,1.659
1214,anomalous,105,21,1,7.054,0.939,3,0.835,5.951,3.494,0.698,3.006,1.158
959,organic,22,68,2,15.539,0.878,8,1.483,7.099,5.73,0.404,3.733,3.258
2002,anomalous,60,86,2,13.971,0.83,1,0.288,1.371,0.091,0.918,2.17,0.396
2647,organic,87,51,4,6.827,0.672,10,2.162,8.762,2.958,0.285,11.443,2.843
1692,organic,101,31,2,7.525,0.838,7,1.479,5.491,5.47,0.042,7.528,3.774
1199,organic,55,50,3,8.121,0.836,6,1.207,5.34,3.982,0.234,2.575,3.596
409,organic,83,29,4,7.161,0.586,7,1.618,6.435,4.087,0.24,4.946,1.976
2401,anomalous,44,156,4,10.781,0.479,7,0.85,5.902,3.529,0.334,3.967,1.661
1337,organic,128,86,3,10.035,0.667,5,0.84,4.955,6.672,0.168,9.334,1.941
479,organic,27,12,2,6.65,0.425,14,3.984,5.695,6.8,0.0,11.964,1.121
475,organic,78,36,1,13.984,0.829,3,0.711,3.206,3.593,0.156,5.317,3.24
2488,organic,158,29,2,11.8,0.568,7,1.685,3.938,8.447,0.274,7.943,1.388
2323,anomalous,12,42,1,14.863,0.927,1,0.18,3.182,1.354,0.752,0.932,0.897
721,organic,93,45,3,10.179,0.631,16,3.194,9.506,5.558,0.22,11.247,2.926
2260,organic,5,73,2,11.233,0.745,7,1.162,10.135,5.897,0.205,7.795,4.824
2146,anomalous,154,33,1,34.852,0.758,5,0.744,3.795,0.145,0.724,0.654,0.759
3523,organic,147,38,6,5.437,0.491,9,1.713,12.706,7.525,0.016,7.671,1.614
2692,anomalous,19,24,2,9.593,0.719,7,1.499,9.448,4.224,0.262,2.746,1.931
2953,anomalous,84,72,2,20.621,0.789,2,0.178,2.207,1.44,0.935,0.691,0.428
3405,organic,74,24,3,4.041,0.652,10,2.056,10.905,5.212,0.021,7.842,3.311
3279,organic,57,34,3,5.281,0.367,5,0.948,10.67,3.399,0.027,8.343,4.755
668,organic,77,18,2,6.16,0.693,13,2.961,6.916,3.198,0.25,11.354,3.768
274,organic,18,39,3,10.7,0.651,7,1.949,5.852,7.836,0.278,7.647,3.911
3719,organic,153,45,4,9.663,0.419,10,2.325,8.881,3.016,0.336,14.891,4.873
1240,organic,85,56,6,5.171,0.585,11,2.574,8.778,4.665,0.086,8.626,1.417
2421,anomalous,26,186,4,11.708,0.588,9,1.008,2.125,3.047,0.308,2.321,1.452
2984,organic,65,10,1,9.28,0.829,9,2.514,12.428,4.996,0.041,8.873,1.321
1191,organic,132,76,2,14.614,0.885,12,1.957,10.917,7.457,0.138,9.819,2.319
1039,organic,25,41,5,10.357,0.467,7,1.72,9.29,8.103,0.179,9.641,4.568
3625,organic,154,61,5,8.009,0.746,8,1.793,12.54,7.262,0.313,9.486,4.772
2999,organic,112,37,4,3.311,0.343,11,2.339,7.182,2.197,0.143,12.602,0.964
213,anomalous,2,20,2,8.83,0.901,6,0.978,6.465,1.438,0.457,4.83,0.563
960,organic,135,46,3,14.783,0.837,5,1.182,7.955,4.751,0.163,5.105,4.413
1629,organic,11,32,2,10.773,0.423,12,3.101,14.59,7.841,0.207,8.005,2.562
381,organic,73,63,5,5.253,0.455,5,0.905,15.665,2.448,0.071,7.713,2.526
1286,anomalous,134,39,1,20.909,0.692,5,0.693,0.05,0.598,0.765,2.343,0.02
2456,organic,133,70,3,12.744,0.871,2,0.58,7.388,4.352,0.361,3.809,3.915
3287,organic,8,10,1,8.145,0.817,7,2.016,11.367,6.887,0.133,6.599,3.191
2207,anomalous,54,62,2,18.005,0.849,2,0.36,2.109,1.184,0.851,0.05,0.233
2528,organic,144,48,6,4.05,0.319,13,2.371,18.92,4.423,0.047,13.847,3.312
476,organic,88,40,4,9.054,0.735,5,1.032,7.974,8.307,0.161,7.532,1.293
3514,organic,120,46,2,11.421,0.594,10,1.809,9.683,3.086,0.175,10.297,1.342
1833,organic,99,42,2,16.134,0.979,3,0.593,5.262,2.266,0.333,3.51,4.449
2815,anomalous,48,62,1,25.204,0.741,1,0.152,1.464,0.962,0.728,3.047,0.29
2675,organic,152,13,2,3.45,0.29,4,1.008,11.973,2.685,0.026,8.129,4.253
1326,anomalous,105,18,2,8.882,0.762,9,2.235,6.111,2.611,0.382,7.45,2.554
2872,anomalous,125,41,1,16.036,0.864,4,0.789,1.654,2.681,0.678,2.156,0.647
722,organic,49,25,2,6.016,0.619,4,0.816,7.35,3.408,0.168,8.448,4.689
776,anomalous,89,59,2,23.376,0.821,2,0.461,1.644,0.766,0.922,1.842,0.02
2799,organic,145,72,2,11.435,0.783,17,3.03,2.321,6.106,0.114,10.518,4.775
3799,organic,72,127,3,18.638,0.753,6,1.132,4.248,8.482,0.365,4.738,1.562
627,organic,41,60,2,13.209,0.758,7,0.834,4.586,1.137,0.841,4.421,0.392
2758,anomalous,48,59,2,18.045,1.0,3,0.543,5.359,0.696,0.74,1.393,0.891
2506,organic,83,25,1,16.18,0.816,4,0.851,7.984,7.574,0.148,3.578,2.85
175,anomalous,11,21,1,21.837,0.78,2,0.733,6.119,2.945,0.762,1.357,0.654
1281,organic,70,43,5,10.638,0.708,19,3.629,7.224,5.478,0.321,8.515,2.216
363,organic,89,9,2,3.709,0.208,9,2.823,11.95,4.987,0.007,6.246,2.836
2346,organic,2,23,5,3.503,0.554,11,1.934,15.351,7.463,0.122,9.979,2.563
855,organic,48,85,4,6.653,0.546,18,2.864,4.31,3.314,0.06,9.487,5.058
1499,organic,86,75,2,17.379,0.721,8,1.343,9.944,6.347,0.123,10.158,5.024
736,organic,13,61,2,8.959,0.682,11,1.733,10.953,3.993,0.19,7.248,2.931
1151,anomalous,168,42,2,11.61,0.686,2,0.555,3.53,3.784,0.265,5.392,1.659
451,organic,166,31,6,7.944,0.494,5,1.178,13.946,5.103,0.13,10.952,2.231
1514,organic,142,17,3,4.093,0.373,9,2.533,12.651,5.903,0.014,7.177,2.716
3917,organic,57,37,4,12.631,0.413,18,2.862,13.258,7.844,0.196,7.646,2.069
5,anomalous,45,35,1,23.872,0.765,2,0.328,1.429,1.894,0.975,0.735,0.279
2897,anomalous,38,28,1,9.931,0.812,5,1.173,5.803,0.411,0.476,5.077,0.968
1867,anomalous,168,71,2,30.495,0.95,2,0.342,1.236,0.925,0.898,1.023,0.694
1101,organic,6,41,3,5.788,0.605,13,2.634,10.353,7.999,0.126,10.042,1.645
3432,organic,58,86,6,4.401,0.254,11,1.764,11.42,2.576,0.017,11.424,4.23
2287,anomalous,150,40,1,13.956,0.84,2,0.36,0.05,1.173,0.811,4.074,0.037
50,organic,1,26,1,11.167,0.591,8,1.809,10.669,2.617,0.106,4.023,1.721
2046,organic,167,92,3,13.113,0.757,4,0.772,5.377,3.261,0.382,4.458,0.968
3498,organic,133,22,1,10.537,0.816,6,1.322,3.226,4.844,0.313,5.94,4.69
2808,organic,156,26,1,12.297,0.822,5,0.782,5.5,0.497,0.477,0.05,0.61
3664,anomalous,98,30,1,15.748,0.768,2,0.427,3.916,1.166,0.693,1.403,0.02
827,organic,28,47,2,17.309,0.926,9,1.571,4.858,7.037,0.256,8.066,4.569
305,organic,166,42,1,16.955,0.862,6,1.37,4.275,5.113,0.331,6.996,3.746
2970,organic,0,17,2,11.103,0.754,15,3.05,5.727,8.613,0.0,12.144,5.079
3400,organic,58,12,3,5.599,0.381,8,2.459,8.835,5.957,0.225,12.15,3.528
632,organic,57,12,2,5.51,0.533,7,1.974,7.422,3.501,0.293,9.272,4.187
1024,organic,15,35,2,7.841,0.631,4,1.022,9.009,4.687,0.06,10.415,1.609
40,organic,52,26,2,14.362,0.817,8,1.737,6.561,3.002,0.27,4.68,3.706
1051,anomalous,35,53,3,14.755,0.873,7,1.129,2.181,1.227,0.682,4.475,0.195
2087,organic,6,39,3,12.032,0.811,2,0.598,5.37,4.26,0.331,5.568,2.911
3337,organic,142,34,1,11.638,0.815,8,1.398,3.811,6.676,0.353,6.317,3.918
2764,organic,122,17,2,3.567,0.648,6,1.558,13.16,4.778,0.215,10.3,4.419
3140,organic,31,59,2,13.692,0.595,13,2.455,6.867,3.717,0.179,3.739,1.018
3602,organic,162,17,1,8.025,0.699,3,0.975,4.92,2.903,0.192,4.67,4.032
2009,organic,49,29,2,6.906,0.573,12,2.319,14.286,7.89,0.049,7.545,2.143
1810,organic,70,10,2,6.228,0.786,5,1.256,9.782,6.816,0.088,9.841,2.455
1437,organic,56,71,2,14.869,0.781,6,1.043,5.293,7.419,0.316,3.408,3.653
1195,anomalous,33,50,1,24.25,0.946,6,0.464,2.999,0.784,0.573,0.849,0.477
1988,anomalous,53,42,1,15.387,0.834,1,0.335,4.83,0.063,0.624,2.484,0.387
1565,organic,123,47,2,10.989,0.799,12,2.218,6.75,4.102,0.253,5.682,4.277
158,organic,137,68,6,4.656,0.626,8,1.411,6.44,6.88,0.048,9.496,4.478
748,anomalous,18,12,1,8.956,0.747,1,0.559,5.548,0.974,0.278,2.573,0.602
3024,organic,61,22,3,5.232,0.596,6,1.376,7.465,4.621,0.122,13.826,3.726
3964,organic,164,9,2,2.97,0.689,11,3.508,6.44,4.595,0.049,7.969,3.693
2123,anomalous,123,34,2,8.13,0.63,5,1.085,9.441,2.356,0.088,6.689,2.425
3318,organic,131,30,1,11.393,0.565,8,1.829,9.717,7.837,0.06,12.115,2.852
2256,organic,136,24,1,6.41,0.663,2,0.635,6.414,6.122,0.13,12.204,2.571
3510,anomalous,56,37,2,8.264,0.669,8,1.284,3.718,2.783,0.324,1.204,0.742
852,organic,68,94,4,7.58,0.761,6,0.964,9.403,6.77,0.142,8.513,3.58
3325,anomalous,52,32,2,10.778,0.672,7,1.373,2.551,0.826,0.513,2.97,1.206
883,organic,44,24,2,6.267,0.559,15,2.664,8.602,4.975,0.226,2.618,1.457
2525,organic,11,19,1,5.647,0.828,13,3.191,9.678,5.586,0.007,11.777,3.772
2785,organic,165,17,1,11.225,0.849,9,1.893,6.371,3.485,0.24,4.042,4.328
428,organic,126,29,2,6.137,0.738,13,2.775,12.446,3.823,0.007,5.766,1.85
3128,organic,77,38,3,11.928,0.778,7,1.077,7.979,2.638,0.241,6.153,2.016
2145,organic,85,23,6,6.102,0.515,4,0.764,11.424,8.493,0.0,11.377,3.258
2280,organic,37,19,2,4.295,0.447,15,4.066,11.873,6.081,0.172,14.336,1.889
1992,anomalous,81,63,2,12.181,0.778,3,0.631,2.961,0.05,0.634,3.885,0.457
199,anomalous,0,26,3,5.16,0.609,4,0.891,2.091,2.381,0.275,5.755,1.915
900,anomalous,159,79,1,33.095,0.897,3,0.628,3.27,0.692,0.791,0.302,0.462
2994,anomalous,84,107,2,32.482,0.917,1,0.132,1.291,0.492,0.827,0.799,0.11
2902,organic,169,17,1,7.476,0.743,14,3.474,5.697,3.579,0.013,6.788,2.102
528,anomalous,16,103,3,10.206,0.907,3,0.3,3.197,1.416,0.49,2.086,0.939
2261,organic,156,75,6,3.509,0.638,6,1.24,7.517,4.676,0.151,6.466,3.041
1182,organic,114,8,1,10.073,0.519,6,2.337,6.653,7.517,0.203,9.412,3.186
181,anomalous,136,56,3,17.06,0.894,6,0.981,4.537,0.94,0.513,1.46,0.02
937,anomalous,112,30,1,17.769,0.824,3,0.537,1.096,0.583,0.916,0.05,0.376
3109,organic,93,40,6,6.036,0.561,10,2.523,8.131,6.834,0.054,8.466,2.877
2305,organic,59,21,6,3.81,0.512,5,1.12,14.161,7.615,0.0,8.266,4.5
1554,organic,80,79,4,9.266,0.441,14,2.289,6.214,4.01,0.017,8.62,4.05
3361,anomalous,142,32,1,16.191,0.737,5,0.558,6.067,1.74,0.409,1.873,0.5
1221,organic,56,55,5,9.644,0.717,5,1.11,11.343,5.345,0.045,5.752,4.5
3455,organic,138,32,5,5.665,0.339,15,2.755,12.026,7.392,0.099,14.784,1.046
1511,organic,48,11,2,2.975,0.514,14,4.099,8.78,8.075,0.035,12.855,2.848
152,organic,139,35,6,4.502,0.547,14,2.757,12.772,3.768,0.085,9.186,4.19
2405,organic,58,27,2,8.978,0.606,9,2.021,7.705,4.814,0.171,9.835,3.823
2205,organic,47,118,3,17.539,0.988,3,0.468,3.237,3.375,0.148,2.553,1.261
3663,organic,83,98,3,18.783,0.639,7,1.022,4.247,8.117,0.381,5.021,4.584
3226,organic,3,32,2,14.347,0.737,5,0.942,4.643,6.573,0.267,3.357,3.101
3989,anomalous,104,26,2,5.551,0.793,9,1.721,5.308,1.602,0.603,6.264,0.642
1185,anomalous,1,28,1,11.627,0.742,3,0.575,5.737,1.51,0.652,1.817,0.735
730,anomalous,76,101,2,28.671,0.788,1,0.164,5.273,0.96,0.872,2.884,0.432
1612,organic,106,33,2,8.17,0.536,10,1.945,6.507,7.001,0.179,9.798,2.13
1183,anomalous,98,18,1,17.802,0.764,1,0.519,2.921,0.963,0.689,1.676,0.02
2292,organic,38,12,1,14.204,0.779,8,2.213,5.173,6.792,0.321,9.928,3.758
2740,organic,136,58,3,9.792,0.679,3,0.472,7.203,4.318,0.261,4.197,4.446
160,organic,27,39,3,7.855,0.575,15,2.811,10.041,8.751,0.249,8.441,3.082
614,organic,107,80,6,4.951,0.616,13,2.484,16.398,4.215,0.124,6.509,3.489
1252,anomalous,11,103,2,19.47,0.741,5,0.592,2.548,2.256,0.725,2.467,0.37
3467,organic,137,84,3,13.184,0.701,5,0.705,3.874,6.462,0.194,4.032,1.496
2844,organic,107,16,1,6.252,0.809,9,2.778,4.553,5.238,0.303,5.937,4.055
230,anomalous,75,130,2,28.992,0.79,5,0.569,1.834,0.644,0.573,1.111,0.02
3374,organic,150,35,3,5.386,0.448,6,1.332,10.439,7.506,0.118,10.792,4.937
1203,organic,97,32,2,5.863,0.678,9,1.87,13.384,6.71,0.161,6.719,1.137
1003,anomalous,55,15,1,11.271,0.968,6,1.137,3.483,1.365,0.461,4.475,1.127
199,organic,146,68,2,14.655,0.781,7,1.37,7.644,5.674,0.345,7.537,4.184
3542,anomalous,125,63,4,9.638,0.787,6,1.084,4.254,2.878,0.317,6.585,2.514
2745,organic,86,80,3,10.792,0.709,3,0.45,6.323,2.046,0.483,3.281,1.207
2339,organic,165,81,5,7.538,0.631,5,0.945,8.804,4.586,0.098,4.611,4.25
3620,anomalous,44,50,2,13.37,0.702,1,0.175,4.669,0.68,0.615,1.623,0.539
2045,organic,169,29,1,13.881,0.779,11,2.409,6.834,7.26,0.054,4.796,1.63
1594,organic,3,37,3,12.963,0.804,3,0.886,4.492,8.4,0.449,8.463,2.776
1917,organic,157,27,3,6.771,0.708,4,0.975,9.927,5.541,0.238,7.391,1.51
1447,organic,68,22,1,10.025,0.936,3,0.699,6.119,4.89,0.282,6.659,2.421
795,organic,154,16,1,7.438,0.773,7,1.686,3.602,5.007,0.321,5.19,4.564
3,anomalous,78,35,1,28.677,0.945,3,0.562,2.518,0.5,0.583,4.671,0.053
3329,anomalous,87,100,2,31.144,0.896,1,0.168,1.91,1.627,0.839,1.139,0.521
2342,organic,149,20,2,9.464,0.618,6,1.203,6.293,5.723,0.125,10.68,2.516
335,organic,56,40,5,6.148,0.472,15,2.248,11.09,5.213,0.051,8.074,4.712
2751,anomalous,71,100,2,16.696,0.983,3,0.469,2.744,1.299,0.947,0.05,0.741
1130,organic,135,56,4,7.218,0.613,9,1.667,7.76,4.389,0.136,12.109,3.892
2140,organic,117,30,3,10.276,0.876,10,3.437,7.203,7.351,0.215,6.958,2.548
2332,organic,101,32,3,5.738,0.409,11,2.162,8.81,6.14,0.096,12.329,2.637
3028,organic,36,71,2,18.753,0.774,2,0.292,4.111,0.79,0.431,2.086,0.02
1943,organic,145,29,1,9.943,0.791,3,0.658,3.437,6.989,0.0,8.531,3.208
2797,organic,159,37,2,11.381,0.664,7,1.743,7.854,6.347,0.238,5.221,4.904
2912,organic,40,37,2,7.855,0.76,6,0.932,2.168,4.115,0.225,7.415,4.15
2161,organic,80,47,3,5.099,0.62,14,2.637,14.329,5.517,0.002,5.496,4.542
1852,organic,86,16,2,4.363,0.539,5,0.883,13.442,4.563,0.101,6.819,3.649
240,organic,91,21,3,8.913,0.548,6,1.885,9.695,6.416,0.074,7.613,1.569
1332,organic,75,33,2,8.429,0.601,9,1.816,10.617,7.047,0.0,8.795,1.058
627,organic,169,42,6,3.159,0.398,5,0.994,10.885,2.321,0.105,6.108,4.15
2219,anomalous,97,40,1,19.67,0.88,2,0.506,5.657,1.733,0.901,3.636,0.145
215,anomalous,55,115,3,13.04,0.605,3,0.534,3.081,4.175,0.458,4.213,2.041
2616,organic,104,27,3,6.003,0.7,14,3.56,7.115,5.266,0.23,8.962,2.393
489,anomalous,70,24,1,11.023,0.762,5,1.396,4.148,5.09,0.017,4.542,2.197
794,anomalous,21,41,2,7.357,0.691,7,1.456,3.571,2.277,0.624,2.489,0.439
560,organic,2,16,2,5.512,0.479,12,3.06,16.322,3.277,0.152,10.943,2.833
2927,anomalous,93,42,1,30.92,0.841,1,0.33,2.846,0.708,1.0,0.05,0.35
1472,organic,144,29,3,6.135,0.439,18,3.868,15.16,8.521,0.158,7.091,1.799
483,organic,149,43,4,4.955,0.368,4,1.01,7.872,4.996,0.073,10.209,2.971
764,organic,36,39,2,6.243,0.683,16,2.975,4.798,6.733,0.062,10.076,2.946
418,organic,104,79,5,6.555,0.821,14,2.223,12.103,4.082,0.129,8.313,2.705
1252,organic,169,62,5,6.697,0.59,17,3.13,15.632,4.22,0.069,13.201,1.986
2118,organic,100,56,4,10.026,0.558,10,1.807,7.589,4.798,0.041,7.398,4.588
969,organic,12,46,6,3.622,0.595,14,2.31,9.919,5.351,0.045,13.581,4.743
613,organic,149,27,3,4.36,0.525,9,2.232,11.155,6.848,0.075,7.117,3.386
3988,anomalous,136,53,2,10.435,0.761,9,1.601,8.582,1.941,0.152,3.367,2.745
416,anomalous,152,36,1,14.165,0.7,6,1.028,5.762,0.774,0.381,1.012,0.315
1139,organic,54,25,3,4.613,0.794,5,1.28,5.379,3.657,0.029,6.796,4.116
164,organic,68,48,4,5.156,0.378,8,1.582,12.792,8.551,0.019,15.758,1.436
263,anomalous,130,71,1,18.165,0.82,2,0.147,5.965,1.238,0.799,3.735,0.38
3676,anomalous,139,48,1,29.934,0.804,4,0.708,2.933,1.243,1.0,0.354,0.597
1640,anomalous,152,96,3,16.877,0.773,2,0.604,2.763,1.604,0.839,3.57,1.476
2132,anomalous,10,97,3,9.971,0.609,7,0.977,5.378,2.973,0.217,4.255,1.672
1921,organic,108,26,2,7.325,0.728,9,1.977,8.722,5.581,0.126,10.272,2.67
3322,organic,22,45,4,5.298,0.298,8,2.298,6.741,6.799,0.059,6.299,2.239
3592,organic,103,29,4,4.054,0.696,15,2.99,17.287,3.145,0.129,13.382,1.793
3069,organic,60,86,4,8.789,0.662,9,1.44,6.293,4.434,0.189,12.682,4.912
675,organic,45,14,3,2.919,0.315,3,0.927,10.838,6.786,0.118,13.232,1.465
1006,anomalous,23,37,4,7.029,0.638,16,3.117,12.352,5.989,0.151,10.69,1.553
3247,anomalous,15,40,3,9.728,0.716,5,0.522,6.099,1.787,0.416,3.081,2.714
2703,anomalous,80,27,3,9.856,0.778,1,0.407,2.037,1.706,0.735,1.398,1.572
2367,organic,149,53,3,7.071,0.724,9,1.838,6.123,8.132,0.104,8.735,4.596
311,anomalous,113,57,2,15.139,1.0,3,0.487,0.05,1.018,0.684,1.629,0.02
399,organic,150,39,2,7.081,0.638,4,0.713,5.133,3.455,0.083,5.983,3.241
2064,anomalous,77,47,4,9.745,0.725,10,1.434,4.682,1.596,0.576,3.436,2.38
1762,organic,9,115,5,8.052,0.731,7,0.779,9.381,5.146,0.0,9.321,1.844
1191,anomalous,161,31,2,8.27,0.719,4,0.999,1.82,2.684,0.884,2.925,0.02
740,anomalous,110,42,3,11.549,0.825,3,0.516,5.465,2.816,0.815,1.153,0.581
1994,organic,20,16,2,8.464,0.535,6,1.369,8.521,4.056,0.33,8.635,2.909
2214,anomalous,117,43,3,7.043,0.523,11,3.059,8.245,7.07,0.114,6.056,3.272
1167,organic,143,32,4,7.221,0.558,8,1.979,11.088,5.22,0.181,5.55,4.145
2940,organic,11,39,2,10.987,0.756,3,0.513,10.187,4.385,0.079,8.927,4.087
481,organic,85,32,1,11.966,0.75,5,0.921,8.369,4.953,0.381,6.98,3.182
1287,organic,69,57,3,7.941,0.646,13,2.429,11.061,5.572,0.15,8.852,1.363
1583,organic,152,33,3,9.447,0.76,10,3.117,11.596,5.983,0.016,4.357,4.175
41,anomalous,129,67,2,9.773,0.822,5,0.742,6.982,1.415,0.484,2.611,0.577
3446,organic,110,17,1,12.098,0.424,6,1.486,4.307,2.628,0.211,8.934,3.206
3576,anomalous,86,31,1,15.734,0.765,5,1.287,4.961,2.102,0.778,1.639,0.02
1861,organic,101,33,1,15.132,0.721,14,3.074,7.41,5.595,0.07,7.787,3.743
3340,organic,68,47,6,4.526,0.347,6,1.355,7.96,7.074,0.042,8.852,2.541
1264,organic,13,30,1,14.24,0.643,4,0.868,1.6,8.342,0.361,5.555,3.676
1783,organic,160,49,3,13.015,0.817,4,0.706,3.602,5.248,0.09,6.577,2.942
83,organic,51,26,1,15.23,0.748,6,1.243,5.35,5.07,0.409,6.783,2.615
692,organic,2,72,6,5.324,0.571,11,1.712,12.154,3.97,0.088,11.768,2.035
612,anomalous,120,57,1,18.188,0.928,4,0.388,5.824,0.416,1.0,1.104,0.59
3293,organic,167,16,1,14.559,0.687,2,0.72,4.055,5.539,0.185,8.193,2.269
1542,anomalous,140,30,1,31.944,0.85,3,0.503,0.747,0.05,0.927,0.08,0.312
700,organic,111,12,3,3.782,0.717,8,2.337,5.972,5.481,0.207,6.624,4.626
1104,anomalous,37,47,1,25.25,0.877,2,0.161,0.881,1.228,0.844,1.584,0.831
1876,organic,146,26,1,16.625,0.824,9,1.501,1.462,7.234,0.288,2.791,4.008
3769,organic,150,29,1,12.363,0.809,3,0.529,9.111,5.105,0.219,5.942,1.146
1253,anomalous,119,36,2,10.63,0.759,5,0.72,4.995,3.094,0.332,3.226,1.285
742,organic,33,24,4,8.721,0.773,12,3.157,10.496,6.996,0.031,5.344,2.216
1454,anomalous,14,18,2,5.312,0.831,5,1.52,4.729,1.792,0.405,4.038,2.388
1465,organic,133,31,4,2.493,0.276,8,1.642,10.271,3.133,0.173,8.315,4.209
2873,organic,99,7,1,7.455,0.576,7,2.384,7.426,5.688,0.145,4.134,1.905
3726,organic,84,38,5,3.078,0.598,6,1.267,7.531,5.975,0.013,6.288,1.629
2935,organic,139,15,2,6.461,0.768,4,1.064,6.948,3.255,0.09,6.319,1.213
684,anomalous,67,97,2,19.559,0.858,1,0.151,1.289,1.003,0.885,0.875,0.538
3200,organic,104,65,2,15.486,0.798,7,1.449,6.136,5.308,0.297,2.63,2.231
1156,organic,99,18,2,3.89,0.24,14,3.847,9.053,6.348,0.234,5.676,4.009
2769,organic,33,51,4,7.193,0.5,7,0.998,9.326,8.006,0.221,11.002,2.043
1752,anomalous,76,42,1,19.208,0.905,4,0.768,2.791,0.37,0.789,0.05,0.02
321,organic,68,19,1,7.556,0.577,13,3.033,6.32,6.32,0.14,11.738,2.385
2131,organic,77,9,1,6.73,0.792,4,1.069,5.716,6.233,0.076,6.872,2.946
1704,anomalous,17,46,3,5.918,0.673,6,0.497,3.328,1.415,0.231,4.105,2.067
1348,organic,78,20,2,4.836,0.448,9,2.508,12.181,4.515,0.127,10.228,2.847
1568,anomalous,29,20,1,14.187,0.866,1,0.489,1.757,2.575,0.324,3.446,1.121
1218,organic,149,42,3,9.528,0.768,7,1.387,4.805,2.617,0.367,3.358,4.471
521,organic,102,72,4,5.472,0.609,8,1.352,6.148,3.116,0.102,9.08,3.777
574,organic,17,12,1,6.567,0.426,10,2.391,6.89,3.434,0.204,8.318,2.127
963,anomalous,101,52,2,17.422,0.933,1,0.303,1.434,0.788,0.692,1.731,0.899
3961,anomalous,121,28,2,11.417,0.673,4,1.102,5.569,2.4,0.243,3.367,0.933
2854,organic,78,31,3,9.068,0.732,5,1.595,8.09,3.045,0.159,2.99,3.414
2244,organic,68,22,3,8.738,0.626,13,2.812,10.495,5.983,0.118,7.614,3.281
2085,organic,69,42,4,5.051,0.33,14,2.542,15.88,7.431,0.09,8.274,3.31
925,organic,98,13,4,6.238,0.412,10,3.027,7.857,7.772,0.051,13.568,4.949
2731,organic,59,15,2,6.776,0.729,8,2.512,9.282,5.022,0.105,5.564,1.383
3136,organic,84,24,1,13.163,0.782,14,3.466,11.652,5.999,0.114,10.697,2.019
3944,anomalous,73,116,3,15.516,0.86,4,0.54,4.743,0.119,0.621,2.949,1.286
1962,organic,136,17,1,15.628,0.81,6,1.954,7.514,3.813,0.231,2.962,4.174
